start.station.id,end.station.name,dia.llegada,mes.llegada,año.llegada,Numero.viajes
3195,Riverview Park,9,9,2019,1
3195,Riverview Park,9,9,2020,2
3195,Riverview Park,10,9,2020,1
3195,Riverview Park,11,9,2019,1
3195,Riverview Park,11,9,2020,1
3195,Riverview Park,12,9,2019,1
3195,Riverview Park,12,9,2020,1
3195,Riverview Park,13,9,2019,2
3195,Riverview Park,14,9,2019,1
3195,Riverview Park,16,9,2019,1
3195,Riverview Park,16,9,2020,2
3195,Riverview Park,17,9,2019,1
3195,Riverview Park,17,9,2020,2
3195,Riverview Park,18,9,2019,2
3195,Riverview Park,18,9,2020,1
3195,Riverview Park,19,9,2019,1
3195,Riverview Park,20,9,2019,1
3195,Riverview Park,24,9,2019,2
3195,Riverview Park,25,9,2019,1
3195,Riverview Park,26,9,2019,1
3195,Riverview Park,26,9,2020,2
3195,Riverview Park,27,9,2019,1
3195,Riverview Park,29,9,2019,3
3195,Riverview Park,29,9,2020,1
3195,Sip Ave,1,9,2019,1
3195,Sip Ave,1,9,2020,1
3195,Sip Ave,1,10,2020,4
3195,Sip Ave,2,9,2020,2
3195,Sip Ave,2,10,2020,2
3195,Sip Ave,3,9,2019,1
3195,Sip Ave,3,10,2020,1
3195,Sip Ave,4,9,2019,2
3195,Sip Ave,4,9,2020,1
3195,Sip Ave,5,9,2019,2
3195,Sip Ave,5,9,2020,4
3195,Sip Ave,5,10,2020,1
3195,Sip Ave,6,9,2019,5
3195,Sip Ave,6,9,2020,2
3195,Sip Ave,6,10,2020,2
3195,Sip Ave,7,9,2019,1
3195,Sip Ave,7,9,2020,1
3195,Sip Ave,7,10,2020,2
3195,Sip Ave,8,9,2019,1
3195,Sip Ave,8,9,2020,4
3195,Sip Ave,8,10,2020,2
3195,Sip Ave,9,9,2019,1
3195,Sip Ave,9,9,2020,2
3195,Sip Ave,9,10,2020,2
3195,Sip Ave,10,9,2019,1
3195,Sip Ave,10,9,2020,3
3195,Sip Ave,11,9,2019,1
3195,Sip Ave,11,9,2020,1
3195,Sip Ave,11,10,2020,2
3195,Sip Ave,12,9,2019,1
3195,Sip Ave,12,9,2020,2
3195,Sip Ave,12,10,2020,1
3195,Sip Ave,13,9,2019,1
3195,Sip Ave,13,9,2020,1
3195,Sip Ave,14,9,2019,1
3195,Sip Ave,14,9,2020,4
3195,Sip Ave,15,9,2020,2
3195,Sip Ave,16,9,2019,5
3195,Sip Ave,16,9,2020,3
3195,Sip Ave,17,9,2019,3
3195,Sip Ave,17,9,2020,4
3195,Sip Ave,18,9,2019,1
3195,Sip Ave,18,9,2020,6
3195,Sip Ave,19,9,2019,1
3195,Sip Ave,19,9,2020,1
3195,Sip Ave,20,9,2019,1
3195,Sip Ave,20,9,2020,2
3195,Sip Ave,21,9,2019,2
3195,Sip Ave,21,9,2020,6
3195,Sip Ave,22,9,2019,1
3195,Sip Ave,22,9,2020,2
3195,Sip Ave,23,9,2019,5
3195,Sip Ave,23,9,2020,2
3195,Sip Ave,24,9,2019,4
3195,Sip Ave,24,9,2020,3
3195,Sip Ave,25,9,2019,1
3195,Sip Ave,26,9,2019,1
3195,Sip Ave,26,9,2020,5
3195,Sip Ave,27,9,2019,2
3195,Sip Ave,27,9,2020,3
3195,Sip Ave,28,9,2019,2
3195,Sip Ave,28,9,2020,5
3195,Sip Ave,29,9,2020,5
3195,Sip Ave,30,9,2019,4
3195,Sip Ave,30,9,2020,3
3195,Union St,1,9,2019,1
3195,Union St,1,9,2020,2
3195,Union St,1,10,2020,1
3195,Union St,2,9,2019,2
3195,Union St,2,9,2020,3
3195,Union St,2,10,2020,1
3195,Union St,3,9,2019,5
3195,Union St,3,9,2020,3
3195,Union St,3,10,2020,1
3195,Union St,4,9,2019,4
3195,Union St,4,9,2020,2
3195,Union St,5,9,2019,1
3195,Union St,5,10,2020,2
3195,Union St,6,9,2019,6
3195,Union St,6,10,2020,2
3195,Union St,7,9,2019,3
3195,Union St,7,10,2020,1
3195,Union St,8,9,2020,2
3195,Union St,8,10,2020,1
3195,Union St,9,9,2019,1
3195,Union St,9,9,2020,1
3195,Union St,9,10,2020,1
3195,Union St,10,9,2019,2
3195,Union St,10,9,2020,1
3195,Union St,10,10,2020,2
3195,Union St,11,9,2019,2
3195,Union St,11,9,2020,1
3195,Union St,12,9,2019,1
3195,Union St,12,9,2020,1
3195,Union St,13,9,2019,4
3195,Union St,13,9,2020,5
3195,Union St,14,9,2019,3
3195,Union St,14,9,2020,1
3195,Union St,15,9,2020,2
3195,Union St,16,9,2019,2
3195,Union St,16,9,2020,2
3195,Union St,17,9,2019,2
3195,Union St,18,9,2019,1
3195,Union St,18,9,2020,2
3195,Union St,19,9,2019,4
3195,Union St,19,9,2020,1
3195,Union St,20,9,2019,4
3195,Union St,20,9,2020,2
3195,Union St,21,9,2019,1
3195,Union St,21,9,2020,4
3195,Union St,22,9,2019,3
3195,Union St,22,9,2020,1
3195,Union St,23,9,2019,2
3195,Union St,23,9,2020,5
3195,Union St,24,9,2019,2
3195,Union St,24,9,2020,1
3195,Union St,25,9,2019,1
3195,Union St,25,9,2020,1
3195,Union St,26,9,2020,1
3195,Union St,27,9,2019,2
3195,Union St,28,9,2019,2
3195,Union St,28,9,2020,1
3195,Union St,29,9,2019,2
3195,Union St,30,9,2020,2
3195,Van Vorst Park,3,9,2019,1
3195,Van Vorst Park,3,10,2020,1
3195,Van Vorst Park,4,9,2020,2
3195,Van Vorst Park,5,9,2019,1
3195,Van Vorst Park,5,10,2020,1
3195,Van Vorst Park,6,10,2020,1
3195,Van Vorst Park,7,9,2019,1
3195,Van Vorst Park,7,9,2020,1
3195,Van Vorst Park,9,9,2019,1
3195,Van Vorst Park,9,9,2020,1
3195,Van Vorst Park,12,9,2019,1
3195,Van Vorst Park,13,9,2019,1
3195,Van Vorst Park,15,9,2019,1
3195,Van Vorst Park,18,9,2019,2
3195,Van Vorst Park,22,9,2019,2
3195,Van Vorst Park,23,9,2019,1
3195,Van Vorst Park,23,9,2020,1
3195,Van Vorst Park,24,9,2019,2
3195,Van Vorst Park,25,9,2020,1
3195,Van Vorst Park,26,9,2020,1
3195,Van Vorst Park,27,9,2019,1
3195,Warren St,3,9,2020,1
3195,Warren St,4,9,2019,1
3195,Warren St,7,9,2020,1
3195,Warren St,7,10,2020,1
3195,Warren St,8,9,2020,2
3195,Warren St,8,10,2020,1
3195,Warren St,9,9,2019,1
3195,Warren St,10,9,2020,1
3195,Warren St,11,9,2020,2
3195,Warren St,12,9,2020,2
3195,Warren St,15,9,2020,1
3195,Warren St,16,9,2019,1
3195,Warren St,16,9,2020,1
3195,Warren St,20,9,2019,1
3195,Warren St,21,9,2019,1
3195,Warren St,22,9,2019,1
3195,Warren St,22,9,2020,2
3195,Warren St,23,9,2019,1
3195,Warren St,26,9,2020,1
3195,Warren St,27,9,2020,1
3195,Warren St,28,9,2019,1
3195,Warren St,30,9,2019,2
3195,Washington St,2,9,2019,1
3195,Washington St,2,10,2020,1
3195,Washington St,3,9,2019,1
3195,Washington St,3,10,2020,1
3195,Washington St,4,9,2019,2
3195,Washington St,5,9,2019,1
3195,Washington St,5,9,2020,2
3195,Washington St,6,9,2019,1
3195,Washington St,9,9,2019,3
3195,Washington St,9,9,2020,2
3195,Washington St,10,9,2019,1
3195,Washington St,11,9,2019,2
3195,Washington St,12,9,2020,1
3195,Washington St,14,9,2020,1
3195,Washington St,17,9,2019,1
3195,Washington St,21,9,2019,1
3195,Washington St,21,9,2020,2
3195,Washington St,22,9,2019,1
3195,Washington St,24,9,2019,2
3195,Washington St,26,9,2019,1
3195,Washington St,26,9,2020,3
3195,Washington St,27,9,2019,1
3195,Washington St,30,9,2020,2
3195,York St,4,9,2019,1
3195,York St,9,9,2019,1
3195,York St,9,9,2020,1
3195,York St,11,9,2019,1
3195,York St,19,9,2020,1
3195,York St,30,9,2020,1
3196,12 Ave & W 40 St,28,9,2019,1
3196,5 Corners Library,4,9,2019,1
3196,5 Corners Library,6,9,2019,1
3196,5 Corners Library,6,10,2020,1
3196,5 Corners Library,7,9,2020,1
3196,5 Corners Library,14,9,2020,1
3196,5 Corners Library,15,9,2019,1
3196,5 Corners Library,20,9,2020,2
3196,5 Corners Library,25,9,2019,1
3196,5 Corners Library,26,9,2019,1
3196,Astor Place,12,9,2020,1
3196,Astor Place,22,9,2019,1
3196,Baldwin at Montgomery,2,10,2020,1
3196,Baldwin at Montgomery,7,9,2019,1
3196,Baldwin at Montgomery,17,9,2020,1
3196,Baldwin at Montgomery,19,9,2020,1
3196,Baldwin at Montgomery,27,9,2020,1
3196,Bergen Ave,5,9,2019,1
3196,Bergen Ave,10,10,2020,1
3196,Brunswick & 6th,1,10,2020,1
3196,Brunswick & 6th,2,9,2020,1
3196,Brunswick & 6th,2,10,2020,1
3196,Brunswick & 6th,8,10,2020,1
3196,Brunswick & 6th,10,10,2020,1
3196,Brunswick & 6th,11,9,2020,1
3196,Brunswick & 6th,19,9,2020,1
3196,Brunswick & 6th,21,9,2019,1
3196,Brunswick & 6th,23,9,2020,1
3196,Brunswick St,1,10,2020,1
3196,Brunswick St,3,9,2020,1
3196,Brunswick St,4,9,2020,1
3196,Brunswick St,5,10,2020,1
3196,Brunswick St,6,10,2020,1
3196,Brunswick St,8,10,2020,1
3196,Brunswick St,9,9,2019,1
3196,Brunswick St,9,10,2020,1
3196,Brunswick St,10,9,2019,1
3196,Brunswick St,11,9,2019,1
3196,Brunswick St,11,9,2020,2
3196,Brunswick St,15,9,2019,2
3196,Brunswick St,15,9,2020,1
3196,Brunswick St,18,9,2020,1
3196,Brunswick St,22,9,2019,3
3196,Brunswick St,22,9,2020,1
3196,Brunswick St,24,9,2019,1
3196,Brunswick St,25,9,2019,2
3196,Brunswick St,25,9,2020,3
3196,Brunswick St,27,9,2019,1
3196,Brunswick St,27,9,2020,1
3196,Brunswick St,30,9,2019,1
3196,Christ Hospital,10,9,2020,1
3196,Christ Hospital,11,10,2020,1
3196,Christ Hospital,13,9,2019,1
3196,Christ Hospital,14,9,2019,1
3196,Christ Hospital,18,9,2019,1
3196,Christ Hospital,19,9,2019,1
3196,Christ Hospital,22,9,2019,1
3196,Christ Hospital,22,9,2020,1
3196,Christ Hospital,24,9,2020,1
3196,Christ Hospital,25,9,2020,1
3196,City Hall,4,10,2020,1
3196,City Hall,10,10,2020,1
3196,City Hall,29,9,2019,2
3196,Columbus Dr at Exchange Pl,6,9,2020,1
3196,Columbus Dr at Exchange Pl,10,9,2019,1
3196,Columbus Dr at Exchange Pl,20,9,2020,1
3196,Columbus Dr at Exchange Pl,21,9,2019,1
3196,Columbus Dr at Exchange Pl,28,9,2020,1
3196,Columbus Dr at Exchange Pl,30,9,2020,1
3196,Columbus Drive,5,9,2019,1
3196,Columbus Drive,11,9,2020,1
3196,Columbus Drive,13,9,2020,2
3196,Columbus Drive,18,9,2019,1
3196,Columbus Drive,21,9,2019,2
3196,Columbus Drive,22,9,2020,1
3196,Columbus Drive,25,9,2019,1
3196,Columbus Drive,26,9,2019,1
3196,Communipaw & Berry Lane,8,9,2020,1
3196,Communipaw & Berry Lane,12,9,2020,1
3196,Dey St,2,9,2019,2
3196,Dey St,3,9,2019,1
3196,Dey St,9,9,2020,1
3196,Dey St,19,9,2020,1
3196,Dey St,21,9,2020,1
3196,Dixon Mills,4,10,2020,1
3196,Dixon Mills,7,9,2019,2
3196,Dixon Mills,10,10,2020,1
3196,Dixon Mills,15,9,2020,1
3196,Dixon Mills,20,9,2020,1
3196,Dixon Mills,27,9,2020,2
3196,Essex Light Rail,6,9,2019,1
3196,Essex Light Rail,10,10,2020,2
3196,Essex Light Rail,30,9,2020,1
3196,Fairmount Ave,7,10,2020,1
3196,Glenwood Ave,28,9,2019,1
3196,Grove St PATH,1,9,2020,1
3196,Grove St PATH,3,9,2019,3
3196,Grove St PATH,4,9,2019,2
3196,Grove St PATH,4,10,2020,2
3196,Grove St PATH,5,9,2019,2
3196,Grove St PATH,6,9,2019,2
3196,Grove St PATH,9,9,2019,1
3196,Grove St PATH,9,9,2020,1
3196,Grove St PATH,9,10,2020,1
3196,Grove St PATH,10,9,2019,2
3196,Grove St PATH,11,9,2019,2
3196,Grove St PATH,12,9,2019,3
3196,Grove St PATH,12,9,2020,1
3196,Grove St PATH,14,9,2019,1
3196,Grove St PATH,15,9,2019,1
3196,Grove St PATH,16,9,2019,2
3196,Grove St PATH,16,9,2020,1
3196,Grove St PATH,17,9,2019,1
3196,Grove St PATH,17,9,2020,1
3196,Grove St PATH,18,9,2019,1
3196,Grove St PATH,19,9,2019,1
3196,Grove St PATH,20,9,2019,2
3196,Grove St PATH,20,9,2020,1
3196,Grove St PATH,22,9,2019,2
3196,Grove St PATH,23,9,2019,2
3196,Grove St PATH,24,9,2019,1
3196,Grove St PATH,26,9,2019,1
3196,Grove St PATH,27,9,2019,1
3196,Grove St PATH,29,9,2020,1
3196,Grove St PATH,30,9,2019,1
3196,Hamilton Park,2,10,2020,1
3196,Hamilton Park,4,9,2019,1
3196,Hamilton Park,4,10,2020,3
3196,Hamilton Park,6,9,2020,1
3196,Hamilton Park,6,10,2020,1
3196,Hamilton Park,8,9,2019,1
3196,Hamilton Park,11,9,2019,1
3196,Hamilton Park,13,9,2019,1
3196,Hamilton Park,14,9,2019,2
3196,Hamilton Park,15,9,2019,1
3196,Hamilton Park,16,9,2020,1
3196,Hamilton Park,18,9,2020,1
3196,Hamilton Park,21,9,2020,1
3196,Hamilton Park,22,9,2019,2
3196,Hamilton Park,25,9,2020,1
3196,Hamilton Park,27,9,2019,1
3196,Harborside,7,10,2020,1
3196,Harborside,8,9,2019,1
3196,Harborside,9,10,2020,1
3196,Harborside,10,10,2020,1
3196,Harborside,12,10,2020,1
3196,Harborside,19,9,2019,1
3196,Harborside,19,9,2020,1
3196,Harborside,26,9,2020,1
3196,Harborside,29,9,2020,2
3196,Heights Elevator,1,10,2020,2
3196,Heights Elevator,2,9,2019,1
3196,Heights Elevator,3,9,2019,3
3196,Heights Elevator,3,9,2020,1
3196,Heights Elevator,3,10,2020,2
3196,Heights Elevator,4,9,2019,3
3196,Heights Elevator,4,9,2020,2
3196,Heights Elevator,5,9,2019,3
3196,Heights Elevator,5,9,2020,1
3196,Heights Elevator,5,10,2020,1
3196,Heights Elevator,6,9,2019,1
3196,Heights Elevator,6,10,2020,2
3196,Heights Elevator,7,9,2020,1
3196,Heights Elevator,8,9,2020,1
3196,Heights Elevator,9,9,2019,2
3196,Heights Elevator,10,9,2019,2
3196,Heights Elevator,10,10,2020,3
3196,Heights Elevator,11,9,2019,5
3196,Heights Elevator,11,9,2020,1
3196,Heights Elevator,12,9,2019,2
3196,Heights Elevator,13,9,2019,1
3196,Heights Elevator,13,9,2020,1
3196,Heights Elevator,13,10,2020,1
3196,Heights Elevator,14,9,2020,2
3196,Heights Elevator,15,9,2019,1
3196,Heights Elevator,15,9,2020,1
3196,Heights Elevator,16,9,2019,1
3196,Heights Elevator,16,9,2020,2
3196,Heights Elevator,17,9,2019,1
3196,Heights Elevator,17,9,2020,1
3196,Heights Elevator,18,9,2019,2
3196,Heights Elevator,19,9,2019,1
3196,Heights Elevator,20,9,2019,1
3196,Heights Elevator,21,9,2019,3
3196,Heights Elevator,21,9,2020,1
3196,Heights Elevator,22,9,2020,1
3196,Heights Elevator,23,9,2019,1
3196,Heights Elevator,23,9,2020,1
3196,Heights Elevator,24,9,2019,2
3196,Heights Elevator,24,9,2020,1
3196,Heights Elevator,25,9,2019,1
3196,Heights Elevator,25,9,2020,1
3196,Heights Elevator,26,9,2019,1
3196,Heights Elevator,26,9,2020,2
3196,Heights Elevator,27,9,2019,2
3196,Heights Elevator,28,9,2019,1
3196,Heights Elevator,29,9,2019,1
3196,Heights Elevator,29,9,2020,1
3196,Heights Elevator,30,9,2019,2
3196,Hilltop,2,10,2020,1
3196,Hilltop,5,9,2020,1
3196,Hilltop,7,9,2020,1
3196,Hilltop,9,10,2020,2
3196,Hilltop,12,9,2020,1
3196,Hilltop,16,9,2020,1
3196,Hilltop,17,9,2020,1
3196,Hilltop,18,9,2019,1
3196,Hilltop,19,9,2019,1
3196,Hilltop,19,9,2020,1
3196,Hilltop,24,9,2019,1
3196,Hilltop,25,9,2019,1
3196,Hilltop,25,9,2020,1
3196,Hilltop,27,9,2019,1
3196,Hilltop,30,9,2020,1
3196,Hoboken Ave at Monmouth St,3,9,2020,1
3196,Hoboken Ave at Monmouth St,4,9,2019,1
3196,Hoboken Ave at Monmouth St,6,9,2020,1
3196,Hoboken Ave at Monmouth St,7,10,2020,1
3196,Hoboken Ave at Monmouth St,24,9,2019,1
3196,Hoboken Ave at Monmouth St,28,9,2020,1
3196,Hoboken Ave at Monmouth St,29,9,2019,1
3196,Hoboken Ave at Monmouth St,29,9,2020,1
3196,JC Medical Center,6,9,2020,1
3196,JC Medical Center,11,9,2020,1
3196,Jackson Square,12,9,2020,1
3196,Jackson Square,18,9,2020,1
3196,Jersey & 3rd,11,10,2020,1
3196,Jersey & 3rd,13,9,2019,1
3196,Jersey & 3rd,24,9,2019,1
3196,Jersey & 6th St,11,9,2019,2
3196,Jersey & 6th St,16,9,2020,1
3196,Jersey & 6th St,17,9,2020,1
3196,Jersey & 6th St,27,9,2020,1
3196,Journal Square,2,10,2020,1
3196,Journal Square,5,9,2019,1
3196,Journal Square,22,9,2019,1
3196,Journal Square,23,9,2020,1
3196,Lafayette Park,5,9,2020,1
3196,Lafayette Park,9,10,2020,1
3196,Leonard Gordon Park,19,9,2020,2
3196,Leonard Gordon Park,20,9,2020,1
3196,Leonard Gordon Park,26,9,2019,1
3196,Liberty Light Rail,19,9,2020,2
3196,Liberty Light Rail,21,9,2020,1
3196,Liberty Light Rail,28,9,2019,2
3196,Lincoln Park,6,9,2020,1
3196,Lincoln Park,14,9,2020,1
3196,Lincoln Park,19,9,2019,1
3196,Lincoln Park,19,9,2020,1
3196,Lincoln Park,28,9,2020,2
3196,Manila & 1st,6,10,2020,2
3196,Manila & 1st,13,9,2019,1
3196,Manila & 1st,14,9,2019,1
3196,Manila & 1st,14,9,2020,1
3196,Manila & 1st,15,9,2019,1
3196,Manila & 1st,17,9,2019,1
3196,Manila & 1st,17,9,2020,1
3196,Manila & 1st,19,9,2020,1
3196,Manila & 1st,28,9,2019,1
3196,Marin Light Rail,1,9,2019,1
3196,Marin Light Rail,12,9,2020,2
3196,Marin Light Rail,14,9,2019,1
3196,McGinley Square,9,9,2019,1
3196,McGinley Square,18,9,2020,1
3196,Monmouth and 6th,1,9,2020,1
3196,Monmouth and 6th,3,10,2020,1
3196,Monmouth and 6th,4,10,2020,1
3196,Monmouth and 6th,8,9,2019,1
3196,Monmouth and 6th,20,9,2020,1
3196,Monmouth and 6th,27,9,2020,1
3196,Monmouth and 6th,28,9,2020,1
3196,Montgomery St,2,9,2020,1
3196,Montgomery St,6,9,2020,1
3196,Montgomery St,17,9,2020,1
3196,Montgomery St,20,9,2019,1
3196,Montgomery St,26,9,2020,1
3196,Morris Canal,5,10,2020,1
3196,Morris Canal,28,9,2019,1
3196,Newark Ave,1,9,2020,1
3196,Newark Ave,2,10,2020,1
3196,Newark Ave,3,9,2019,1
3196,Newark Ave,4,9,2020,1
3196,Newark Ave,5,9,2020,1
3196,Newark Ave,6,9,2019,1
3196,Newark Ave,7,9,2019,2
3196,Newark Ave,8,9,2019,1
3196,Newark Ave,9,9,2019,1
3196,Newark Ave,9,10,2020,2
3196,Newark Ave,10,10,2020,1
3196,Newark Ave,12,9,2020,5
3196,Newark Ave,13,9,2019,1
3196,Newark Ave,14,9,2020,1
3196,Newark Ave,17,9,2019,2
3196,Newark Ave,17,9,2020,1
3196,Newark Ave,18,9,2019,1
3196,Newark Ave,19,9,2019,1
3196,Newark Ave,20,9,2020,2
3196,Newark Ave,21,9,2019,2
3196,Newark Ave,24,9,2020,1
3196,Newark Ave,25,9,2019,1
3196,Newark Ave,29,9,2019,1
3196,Newark Ave,30,9,2020,1
3196,Newport PATH,2,9,2020,1
3196,Newport PATH,2,10,2020,1
3196,Newport PATH,3,9,2020,1
3196,Newport PATH,5,9,2019,1
3196,Newport PATH,7,9,2019,2
3196,Newport PATH,7,10,2020,1
3196,Newport PATH,9,9,2020,2
3196,Newport PATH,10,9,2019,1
3196,Newport PATH,10,9,2020,1
3196,Newport PATH,10,10,2020,1
3196,Newport PATH,12,9,2019,1
3196,Newport PATH,12,9,2020,1
3196,Newport PATH,13,9,2019,2
3196,Newport PATH,15,9,2019,3
3196,Newport PATH,16,9,2019,1
3196,Newport PATH,16,9,2020,1
3196,Newport PATH,17,9,2019,2
3196,Newport PATH,17,9,2020,2
3196,Newport PATH,19,9,2019,1
3196,Newport PATH,19,9,2020,4
3196,Newport PATH,20,9,2019,1
3196,Newport PATH,22,9,2019,2
3196,Newport PATH,23,9,2019,2
3196,Newport PATH,24,9,2019,1
3196,Newport PATH,26,9,2019,1
3196,Newport PATH,26,9,2020,1
3196,Newport PATH,27,9,2019,2
3196,Newport PATH,28,9,2019,1
3196,Newport PATH,28,9,2020,1
3196,Newport PATH,29,9,2019,1
3196,Newport PATH,30,9,2019,1
3196,Newport Pkwy,1,9,2019,1
3196,Newport Pkwy,3,9,2019,1
3196,Newport Pkwy,5,9,2019,1
3196,Newport Pkwy,5,9,2020,1
3196,Newport Pkwy,5,10,2020,1
3196,Newport Pkwy,7,9,2019,2
3196,Newport Pkwy,9,9,2020,1
3196,Newport Pkwy,11,9,2020,1
3196,Newport Pkwy,12,9,2019,1
3196,Newport Pkwy,13,9,2020,1
3196,Newport Pkwy,15,9,2020,2
3196,Newport Pkwy,18,9,2019,1
3196,Newport Pkwy,19,9,2019,1
3196,Newport Pkwy,22,9,2019,1
3196,Newport Pkwy,24,9,2019,1
3196,Newport Pkwy,26,9,2019,1
3196,Newport Pkwy,27,9,2020,1
3196,Oakland Ave,1,9,2019,1
3196,Oakland Ave,4,9,2020,1
3196,Oakland Ave,11,9,2020,1
3196,Oakland Ave,13,9,2020,1
3196,Oakland Ave,15,9,2019,1
3196,Oakland Ave,17,9,2020,1
3196,Oakland Ave,21,9,2020,2
3196,Oakland Ave,28,9,2020,1
3196,Paulus Hook,3,9,2019,1
3196,Paulus Hook,8,9,2019,2
3196,Paulus Hook,15,9,2019,2
3196,Pershing Field,2,9,2019,2
3196,Pershing Field,5,9,2020,1
3196,Pershing Field,5,10,2020,1
3196,Pershing Field,6,9,2020,1
3196,Pershing Field,6,10,2020,1
3196,Pershing Field,7,9,2020,1
3196,Pershing Field,8,10,2020,2
3196,Pershing Field,11,9,2019,2
3196,Pershing Field,17,9,2019,1
3196,Pershing Field,19,9,2019,1
3196,Pershing Field,19,9,2020,2
3196,Pershing Field,20,9,2019,1
3196,Pershing Field,21,9,2019,3
3196,Pershing Field,22,9,2019,1
3196,Pershing Field,23,9,2019,1
3196,Pershing Field,26,9,2020,1
3196,Pershing Field,28,9,2020,1
3196,Riverside Dr & W 78 St,14,9,2020,1
3196,Riverside Dr & W 78 St,22,9,2020,1
3196,Riverside Dr & W 78 St,23,9,2020,1
3196,Riverview Park,2,10,2020,1
3196,Riverview Park,3,9,2020,1
3196,Riverview Park,4,9,2019,1
3196,Riverview Park,4,9,2020,2
3196,Riverview Park,4,10,2020,1
3196,Riverview Park,5,9,2019,1
3196,Riverview Park,5,9,2020,4
3196,Riverview Park,5,10,2020,2
3196,Riverview Park,6,9,2020,2
3196,Riverview Park,6,10,2020,2
3196,Riverview Park,8,9,2020,2
3196,Riverview Park,9,9,2019,1
3196,Riverview Park,11,9,2019,2
3196,Riverview Park,11,9,2020,2
3196,Riverview Park,17,9,2019,1
3196,Riverview Park,17,9,2020,2
3196,Riverview Park,18,9,2019,1
3196,Riverview Park,18,9,2020,1
3196,Riverview Park,20,9,2020,1
3196,Riverview Park,23,9,2019,1
3196,Riverview Park,24,9,2020,1
3196,Riverview Park,25,9,2019,1
3196,Riverview Park,26,9,2019,1
3196,Riverview Park,26,9,2020,1
3196,Riverview Park,30,9,2020,1
3196,Sip Ave,2,9,2020,1
3196,Sip Ave,4,9,2020,2
3196,Sip Ave,5,9,2019,2
3196,Sip Ave,7,10,2020,1
3196,Sip Ave,8,9,2020,1
3196,Sip Ave,9,9,2020,3
3196,Sip Ave,9,10,2020,1
3196,Sip Ave,10,9,2020,1
3196,Sip Ave,11,9,2019,1
3196,Sip Ave,11,9,2020,1
3196,Sip Ave,12,9,2020,1
3196,Sip Ave,12,10,2020,1
3196,Sip Ave,13,10,2020,1
3196,Sip Ave,14,9,2020,1
3196,Sip Ave,17,9,2019,1
3196,Sip Ave,17,9,2020,1
3196,Sip Ave,18,9,2020,1
3196,Sip Ave,20,9,2020,1
3196,Sip Ave,23,9,2019,1
3196,Sip Ave,24,9,2019,1
3196,Sip Ave,26,9,2019,1
3196,Sip Ave,30,9,2019,1
3196,Van Vorst Park,5,9,2020,1
3196,Van Vorst Park,11,9,2020,1
3196,Van Vorst Park,19,9,2020,1
3196,Van Vorst Park,23,9,2020,1
3196,Van Vorst Park,24,9,2020,1
3196,Van Vorst Park,27,9,2019,1
3196,Warren St,2,9,2019,1
3196,Warren St,7,9,2020,1
3196,Warren St,8,9,2020,1
3196,Warren St,12,9,2020,1
3196,Warren St,14,9,2020,3
3196,Warren St,15,9,2019,1
3196,Warren St,22,9,2020,1
3196,Warren St,30,9,2020,1
3196,Washington St,6,9,2019,1
3196,Washington St,7,9,2019,1
3196,Washington St,8,9,2019,2
3196,Washington St,14,9,2019,1
3196,Washington St,15,9,2019,1
3196,Washington St,22,9,2020,1
3196,Washington St,27,9,2020,2
3196,Washington St,28,9,2019,1
3196,Washington St,28,9,2020,1
3198,12 Ave & W 40 St,5,9,2019,1
3198,12 Ave & W 40 St,28,9,2019,1
3198,5 Corners Library,2,9,2020,1
3198,5 Corners Library,4,9,2020,1
3198,5 Corners Library,6,9,2020,2
3198,5 Corners Library,8,9,2019,1
3198,5 Corners Library,9,9,2019,1
3198,5 Corners Library,10,9,2019,2
3198,5 Corners Library,12,9,2019,1
3198,5 Corners Library,13,9,2020,1
3198,5 Corners Library,14,9,2019,1
3198,5 Corners Library,15,9,2019,2
3198,5 Corners Library,16,9,2019,1
3198,5 Corners Library,17,9,2019,1
3198,5 Corners Library,18,9,2019,1
3198,5 Corners Library,21,9,2019,3
3198,5 Corners Library,24,9,2019,1
3198,5 Corners Library,27,9,2019,1
3198,5 Corners Library,30,9,2019,1
3198,Astor Place,8,9,2020,1
3198,Astor Place,9,10,2020,1
3198,Astor Place,15,9,2020,1
3198,Baldwin at Montgomery,1,9,2020,1
3198,Baldwin at Montgomery,1,10,2020,1
3198,Baldwin at Montgomery,6,10,2020,1
3198,Baldwin at Montgomery,7,9,2019,1
3198,Baldwin at Montgomery,9,9,2020,1
3198,Baldwin at Montgomery,13,9,2020,1
3198,Baldwin at Montgomery,14,9,2019,1
3198,Baldwin at Montgomery,20,9,2020,2
3198,Baldwin at Montgomery,21,9,2019,1
3198,Baldwin at Montgomery,22,9,2020,1
3198,Baldwin at Montgomery,26,9,2019,1
3198,Baldwin at Montgomery,26,9,2020,2
3198,Bergen Ave,18,9,2019,1
3198,Broadway & W 56 St,16,9,2019,1
3198,Brunswick & 6th,1,9,2019,1
3198,Brunswick & 6th,5,9,2019,1
3198,Brunswick & 6th,9,9,2020,1
3198,Brunswick & 6th,14,9,2019,1
3198,Brunswick & 6th,15,9,2019,1
3198,Brunswick & 6th,16,9,2019,1
3198,Brunswick & 6th,17,9,2019,1
3198,Brunswick & 6th,22,9,2019,1
3198,Brunswick & 6th,24,9,2019,1
3198,Brunswick & 6th,28,9,2019,1
3198,Brunswick St,3,9,2019,1
3198,Brunswick St,4,9,2020,1
